baidu 百度
流芳千古 万古长青
流放 放逐
流浪 流离
流浪 飘泊
流露 吐露
流落 漂泊
流氓 地痞
流派 派别
流派 派别
流言 蜚语
留步 停步
留连 流连
留恋 依恋
留念 纪念
留神 留心
留宿 过夜
留意 留神
遛弯儿 蹓弯儿
柳眉倒竖 杏眼圆睁
六神无主 魂飞魄散
六神无主 魂飞天外
六畜 家畜
龙飞凤舞 挥洒自如
龙马精神 龙腾虎跃
龙马精神 生气勃勃
龙蛇混杂 良莠淆杂
龙潭虎穴 刀山火海
笼盖 覆盖
隆冬 寒冬
隆冬 严冬
隆然 砰然
隆替 枯荣
隆替 盛衰
隆运 鸿运
隆重 盛大
衖堂 弄堂
喽罗 喽啰
陋儒 俗儒
陋屋 蓬门
漏洞 破绽
露水 露珠
炉火纯青 出神入化
胪陈 详述
卤莽 粗莽
卤莽 鲁莽
掳掠 抢劫
鲁莽 冒失
录取 登科
录音 灌音
鹿车共挽 夫唱妇随
碌碌无为 无所作为
路程 旅程
路过 途经
路线 线路
路子 门路
戮力同心 合力攻敌
戮力同心 同仇敌忾
驴唇不对马嘴 牛头不对马嘴
旅店 旅馆
旅店 旅舍
旅店 旅社
旅费 盘缠
旅费 盘费 盘川
旅居 客居
旅舍 客店
旅行 观光
屡次 多次
屡见不鲜 不足为奇
屡见不鲜 层出不穷
屡见不鲜 家常便饭
屡见不鲜 司空见惯
屡见不鲜 习以为常
履历 经历
率尔操觚 轻率下笔
率领 带领
率土归心 天下归心
率土同庆 歌功颂德
率土同庆 普天同庆
鸾翔凤翥 笔走龙蛇
鸾翔凤翥 龙飞凤舞
卵白 蛋白
卵形 椭圆形
卵翼 庇护
乱哄哄 乱烘烘
乱来 糊弄
乱七八糟 七零八落
乱七八糟 杂乱无章
乱世 浊世
乱说 胡说
掠夺 打劫
掠取 掠夺
略微 稍微
沦亡 消亡
沦陷 沦亡
沦陷 失陷
轮番 轮流
轮番 轮替
论功行赏 照功行赏
论价 讲价
论述 阐述
论说文 议论文
捋臂将拳 摩拳擦掌
捋臂张拳 擦拳磨掌
捋臂张拳 擦拳抹掌
捋臂张拳 擦掌摩拳
捋臂张拳 擦掌磨拳
罗敷有夫 有夫之妇
罗掘俱穷 吃尽当光
罗列 枚举
啰唆 噜苏
裸体 赤身
络绎不绝 川流不息
络绎不绝 纷至沓来
络绎不绝 接踵而来
落草为寇 上山作贼
落第 落选
落发 削发
落花流水 屁滚尿流
落井下石 雪上加霜
落款 题名
落落大方 举止高雅
落幕 闭幕
落魄 潦倒
落日 夕照
落拓不羁 不拘小节
落网 就逮
落伍 落后
麻痹 麻木
麻利 敏捷
马齿徒增 时光虚掷
马到成功 旗开得胜
马队 骑兵
马革裹尸 捐躯疆场
马糊 马虎
马脚 破绽
马铃薯 土豆
马马虎虎 随随便便
马上 顿时 即刻 立刻 
马首是瞻 密切追随
马首是瞻 亦步亦趋
码头 船埠
埋伏 匿伏
埋伏 潜伏
埋头 潜心
埋头 用心
埋头 专心
埋怨 抱怨
埋葬 安葬
买卖 生意
卖命 卖力
颟顸 胡涂
蛮触之争 蜗角之争
蛮横无理 强词夺理
蛮人 生番
满不在乎 毫不在意
满城风雨 沸沸扬扬
满地荆棘 荆天棘地
满腹经纶 学富五车
满腹忧愁 愁肠百结
满坑满谷 车载斗量
满坑满谷 恒河沙数
满目荒凉 十室九空
满目琳琅 琳琅满目
满身 浑身
满身 全身
满是 尽是
满是 全是
满意 合意
满意 满足
满盈 充满
满足 知足
谩骂 漫骂
谩骂 叱骂
慢慢 渐渐
慢说 漫说
慢悠悠 慢吞吞
漫笔 随笔
漫不经心 不以为意
漫不经心 心不在焉
漫步 安步
漫步 缓步
漫步 溜达
漫步 信步
漫空 长空
漫骂 乱骂
漫谈 闲谈
漫衍 分布
忙碌 繁忙
忙碌 劳碌
忙乱 慌乱
芒刺在背 如坐针毡
芒刃 利刃
芒鞋 草鞋
盲人 瞽者
盲眼 瞎眼
莽撞 鲁莽
茅厕 厕所
茅塞顿开 恍然大悟
茅舍 草屋
茅舍 茅屋
茅屋 茅舍
茂密 茂盛
茂盛 旺盛
茂盛 蕃芜
茂盛 繁茂
冒充 假充
冒充 假冒
冒充 假装
冒犯 冲犯
冒犯 冲克
冒犯 触犯
冒犯 得罪
冒犯 搪突
冒昧 唐突
冒失 莽撞
冒失鬼 鲁莽汉
冒失鬼 失魂鱼
冒死 拼命
贸然 冒然
貌合神离 同床异梦
貌寝 丑陋
貌寝 寝陋
没顶 溺毙
没关系 不妨事
没关系 不要紧
没精打采 垂头丧气
没落 衰败
没趣 败兴
没收 充公
没有将 未将
枚举 列举
眉飞色舞 欢天喜地
眉飞色舞 眉开眼笑
眉飞色舞 笑逐颜开
眉目传情 目挑心招
媒人 伐柯人
媒人 媒妁
每个 每一个
每个月 每月
每况愈下 日就衰败
每年 每一年
每时每刻 时时刻刻
每天 天天
每一个 每个
每月 每个月
美好 夸姣
美好 美妙
美酒 琼浆
美丽 漂亮
美轮美奂 竹苞松茂
美满收场 曲终奏雅
美梦 好梦
美人 佳丽
美人 佳人
美人 丽人
美人命薄 红颜薄命
美人命薄 命薄如花
美谈 嘉话
美味 甘旨
美意 好心
美意 好意
美誉 佳誉
媚惑 狐媚
门第 家世
门风 家声
门高莫对 齐大非偶
门槛 门坎
门客 食客
门生 高足
门生 学生
门庭若市 车水马龙
门庭若市 熙熙攘攘
门徒 徒弟
门外汉 外行人
扪心 抚心
扪心自问 抚躬自问
闷闷不乐 怏怏不乐
萌发 萌生
盟国 友邦
艨艟 兵舰
猛火 烈火
猛将 虎将
猛进 大进
猛烈 激烈
猛烈 强烈
猛然 蓦地
蒙受 承受
蒙头转向 晕头转向
梦话 梦呓
梦幻泡影 海市蜃楼
梦幻泡影 幻梦成空
梦幻泡影 镜花水月
梦幻泡影 空中阁楼
梦境 黑甜乡
梦境 梦乡
梦寐以求 求之不得
梦乡 梦境
梦呓 梦话
弥留 垂死
弥漫 满盈
弥漫 漫溢
迷糊 含混
迷惑 疑惑
迷恋 贪恋
迷途 失路
谜底 答案
糜费 糜掷
糜烂 腐败
麋集 鳞集
麋集 密集
麋集 辘集
靡靡之音 濮上之音
蘼芜路断 秋扇见捐
米已成炊 木已成舟
米珠薪贵 斗粟囊金
米珠薪贵 食玉炊桂
觅食 寻食
秘而不泄 秘而不露
秘而不泄 秘而不宣
秘而不宣 秘而不泄
秘笈 秘籍
秘诀 诀窍
秘诀 诀要
秘诀 窍门
秘密 机密
秘密 机要
秘密交易 私相授受
秘戏图 春宫
秘要 机密
密查 刺探
密告 告密
密码 暗码
密密层层 密密丛丛
密密丛丛 密密层层
密密麻麻 密密层层
密切 亲密
密切 亲近
密切追随 马首是瞻
密室 密屋
密斯 姑娘
密斯 女士
蜜语 甘言
蜜语 甜言
绵薄 微薄
绵亘 横亘
绵连 绵联
绵延 连绵
免除 免去
免得 省得
免了吧 算了吧
免却 省掉
免却 省却
免职 夺职
免职 革职
免职 褫职
免罪 赦罪
勉力 竭力
勉励 鼓励
缅怀 怀想
缅怀 缅想
腼腆 忸怩
面部 脸部
面对 面临
面颊 脸颊
面孔 面目 
面临 面对
面目 脸孔
面目 面容
面目一新 焕然一新
面目一新 气象一新
面庞 脸蛋
面庞 脸庞
面前 眼前
面容 面庞
面如死灰 面如土色
面如土色 面无人色
面色苍白 面青唇白
面色苍白 面无人色
面无人色 面色苍白
苗条 修长
描述 描写
描写 描述
瞄准 对准
渺不可测 深奥无极
渺视 傲睨
藐视 鄙视
藐视 轻蔑
藐视 轻视
藐小 渺小
妙策 巧计
妙计 奇策
妙手 高手
妙手 好手
妙算 神算
妙语 趣话
妙语横生 谈笑风生
妙语连珠 妙语解颐
妙语连珠 妙语如珠
妙语如珠 妙语连珠
庙宇 古刹
庙宇 寺院
灭顶 没顶
灭顶 溺死
灭尽 灭绝
灭亡 消亡
民风 民俗
民间文学 通俗文学
民穷财尽 国困民艰
民贼 国蠹
民贼 国贼
民众 公众
泯没 湮灭
悯恻 哀怜
悯恤 怜恤
敏捷 灵敏
名不副实 名存实亡
名不副实 徒负虚名
名不副实 有名无实
名不虚传 名副其实
名垂青史 流芳百世
名存实亡 名不副实
名高引谤 树大招风
名过其实 过甚其词
名过其实 过甚其实
名利双收 求名求利
名流 名人
名流 名士
名胜 胜景
名士 名流
名堂 花样
名誉 名望
名震一时 声誉鹊起
明白 理解
明白 领略
明朝 明代
明晃晃 亮堂堂
明火执仗 明目张胆
明见万里 明鉴万里
明净 洁白
明镜高悬 洞烛奸邪
明镜高悬 秦镜高悬
明亮 敞亮
明亮 通亮
明了 了然
明了 明晰
明了 清楚
明目张胆 所行无忌
明目张胆 堂堂皇皇
明年 来岁
明器 冥器
明枪暗箭 明争暗斗
明示 昭示
明显 显明
明显 显著
铭肌镂骨 刻骨铭心
铭记 铭刻
命薄如花 美人命薄
命根子 命脉
命令 号令
命令 敕令
命名 定名
谬爱 错爱
谬妄 乖谬
谬妄 荒谬
谬误 错误
摸索 试探
摹拟 模拟
摹写 模写
模范 榜样
模棱两可 含糊其词
模型 模子
模样 样子
模样形状 神情
模样形状 神态
模样形状 式样
模子 模型
摩拳擦掌 蠢蠢欲动
磨炼 锤炼
磨难 劫难
磨铁成针 水滴石穿
魔难 磨难
末端 结尾
末端 末尾
末节 小节
末了 最后
末世 季世
陌生 生疏
莫非 难道
漠不关心 隔山观虎斗
漠不关心 见死不救
漠不关心 缩手旁观
漠然 淡然
漠视 冷视
漠视 无视
蓦地 陡然
蓦地 顿然
蓦地 忽地
蓦地 猛然
蓦地 猝然
蓦地 蓦然
蓦地 骤然
墨客 骚人
墨客 诗人
默不作声 缄口不言
默不作声 默默无言
默然 沉默
默认 默许
默算 心算
默坐 静坐
牟利 取利
谋害 暗害
谋害 暗杀
谋面 碰面
谋事在人 成事在人
母财 母钱
母大虫 母老虎
母范 母仪
母舅 舅父
母舅 娘舅
木柴 木料
木筏 木排
木工 木匠
木料 木材
木人石心 铁石心肠
木炭 柴炭
木屋 板屋
木犀 木樨
目不识丁 胸无点墨
目不暇接 琳琅满目
目不邪视 目无流视
目不斜视 目不转睛
目不转睛 目不斜视
目次 目录
目瞪口呆 木鸡之呆
目睹 目击
目光 眼光
目光如电 目光如炬
目光如豆 目光短浅
目即成诵 过目成诵
目空一切 才高气傲
目空一切 目空一世
目空一切 目若无人
目空一切 目无余子
目空一切 目中无人
目迷五色 眼花撩乱
目染耳濡 耳染目濡
目染耳濡 耳擩目染
目染耳濡 见闻习染
目染耳濡 目擩耳染
目使颐令 目指气使
目送手挥 手挥目送
目无法纪 目无王法
目无流视 目不邪视
目炫 眼花
目眩魂摇 目眩神驰
目眩魂摇 目眩神迷
目眩魂摇 目眩神摇
目眩魂摇 目眩心花
目眩神迷 目眩魂摇
沐猴而冠 衣冠禽兽
沐雨栉风 吸风饮露
沐浴 洗澡
募集 召募
募捐 捐献
墓地 坟场
墓木已拱 尸骨早寒
墓穴 泉台
暮景 晚景
暮年 老年 
暮年 晚年
暮气 死气
暮气沉沉 灰心丧气
暮秋 深秋
拿定主意 打定主意
哪个 哪一个
哪一种 哪种
哪种 哪一种
哪种 哪类
内涵 内在
内耗 内讧
内哄 内讧
内疚 惭愧
内里 里面
内里 内中
内乱 内哄
内乱 内争
内幕 黑幕
内情 内幕
内人 内助
内人 内子
内室 阁房
内室 闺房
内室 闺阁
内外 表里
内衣 亵服
内在 内涵
内争 内
内中 内里
内助 浑家
内子 内人
那边 那处
那边 那儿
那边 那里
那里 那边
纳宠 娶妾
纳福 享福
纳贡 进贡
纳贿 受贿
纳凉 乘凉
纳闷 疑惑
乃至 甚至
奶名 小名
耐烦 耐心
耐烦 耐性
耐久 经久
耐劳 刻苦
男女老幼 男女老少
男人 汉子
男友 男朋友
男子 男人
南风 熏风
南柯一梦 春梦一场
南柯一梦 邯郸一梦
南柯一梦 黄粱一梦
南辕北辙 背道而驰
难道 莫非
难道 岂非
难得 可贵
难分难舍 难解难分
难分轩轾 不分高下
难堪 尴尬
难免 不免
难民营 栖流所
难民营 收容所
难明 难解
难听 刺耳
难望项背 瞠乎其后
难兄难弟 一丘之貉
难以想象 不可思议
喃喃自语 自言自语
囊空如洗 床头金尽
囊空如洗 季子囊空
囊空如洗 阮囊羞涩
囊括 包括
曩昔 以前
恼恨 愤恨
恼怒 愤怒
脑袋 脑壳
脑筋 脑子
脑子 头脑
闹轰轰 闹哄哄
闹哄哄 闹轰轰
闹饥荒 打饥荒
能否 可否
能耐 本事
能人 强人
能手 妙手
能说会道 伶牙俐齿
能言善辩 舌粲莲花
泥坑 泥淖
泥淖 泥塘
泥沙俱下 龙蛇混杂
泥土 土壤
你死我活 不共戴天
拟订 订定
逆悖 悖逆
逆境 困境
逆命 抗命
匿伏 埋伏
溺职 渎职
腻烦 讨厌
年底 年末
年底 岁尾
年华 韶华
年近岁终 腊尽冬残
年景 年成
年老 年迈
年龄 年齿
年龄 年纪
年龄 年岁
年龄 岁数
年迈 年老
年末 年尾
年末 年终
年末 岁暮
年末 岁终
年青 年轻
年轻貌美 绮年玉貌
年深日久 年湮代远
年事 年龄
年夜 大年夜
年终 年关
黏稠 粘稠
黏糊 粘糊
黏液 粘液
念佛 念经
念旧 怀旧
念念不忘 铭心镂骨
念念不忘 念兹在兹
念念不忘 时刻不忘
念书 读书
念头 动机
娘舅 舅舅
鸟尽弓藏 兔死狗烹
鸟瞰 俯瞰
鸟语花香 柳绿桃红
鸟语花香 桃红柳绿
捏词 借口
啮臂之交 死生之交
啮臂之交 死生之契
摰友 好友
宁当玉碎 宁死不屈
宁肯 宁可
宁死不屈 宁当玉碎
宁愿 甘愿
宁愿 宁肯
狞笑 奸笑
凝集 凝聚
凝结 凝聚
凝视 凝望
凝视 注视
凝听 聆听
凝望 凝睇
牛鼎烹鸡 大材小用
牛山濯濯 草木不生
牛头不对马嘴 驴唇不对马嘴
牛衣对泣 寒门饮恨
牛饮 豪饮
农夫 农民
农家子 田舍郎
农具 耕具
农历 夏历
农历 阴历
农民 农人
农人 农夫
农事 稼穑
浓厚 浓重
浓烈 浓郁
浓密 稠密
浓云 彤云
浓妆艳抹 花枝招展
浓妆艳抹 浓装艳裹
浓装艳裹 浓妆艳抹
弄狗相咬 挑拨是非
弄柳拈花 拈花惹草
弄堂 胡衕
弄堂 衖堂
弄月 赏月
奴婢 奴仆
奴视 卑视
奴颜婢膝 卑躬屈膝
奴颜媚骨 卑躬屈膝
努力 尽力
努力 勉力
怒不可遏 大肆咆哮
怒不可遏 拊膺切齿
怒潮 狂潮
怒斥 痛斥
怒冲冲 气汹汹
怒发冲冠 发上指冠
怒吼 咆哮
怒目 瞋目
怒目 横目
怒气冲冲 怒气冲发
女婢 女侍
女乐 歌女
女强人 铁娘子
女士 密斯
女侍 女婢
女中豪杰 巾帼须眉
女中豪杰 女中丈夫
女中丈夫 巾帼英雄
虐待 凌虐
虐政 暴政
暖乎乎 暖呼呼
挪动 移动
懦夫 怯夫
讴歌 歌颂
呕吐 吐逆
偶尔 偶然
藕断丝连 难舍难分
怄气 生气
爬犁 扒犁
爬山 登山
爬行动物 爬虫类
掱手 扒手
怕惧 惊怕
怕羞 害臊
拍案叫绝 击节称赏
拍案叫绝 拍桌惊叹
拍马屁 捧臭脚
拍门 扣门
拍门 敲门
拍手 鼓掌
排解 排遣
排练 排演
排列 摆列
排列 布列
排难解纷 排忧解难
排山倒海 翻江倒海
排山倒海 雷霆万钧
排闼 推门
排印 付梓
排忧解难 排难解纷
排阵 布阵
排阵 列阵
牌坊 牌楼
牌号 商标
牌楼 牌坊
派别 流派
派遣 调派
派头 气派
攀登 攀缘
攀龙附凤 接贵攀高
攀龙附凤 攀高结贵
攀龙趋凤 攀高接贵
攀亲 结亲
攀亲 联姻
攀升 爬升
攀谈 扳话
攀谈 交谈
攀缘 攀登
攀辕卧辙 遮道挽留
盘剥 剥削
盘缠 川资
盘缠 旅费
盘缠 盘费
盘点 清点
盘费 路费
盘费 盘川
盘根错节 千头万绪
盘货 盘点
盘据 割据
盘考 盘问
盘弄 拨弄
盘曲 蟠曲
盘跚 蹒跚
盘石 磐石
盘陀 盘陁
盘问 查问
盘问 究诘
盘问 盘查
盘问 盘诘
盘旋 回旋
蟠踞 盘据
蟠曲 盘曲
判别 辨别
判词 判语
判辞 判词
判定 鉴定
判定 剖断
判然不同 截然有异
判然不同 迥然不同
判语 判词
叛变 哗变
叛乱 兵变
叛逃 潜逃
盼望 期望
盼望 祈望
盼望 企望
滂湃 倾盆
滂湃 滂沱
滂沱 滂湃
滂沱大雨 倾盆大雨
庞大无比 硕大无朋
庞眉皓发 白发银须
庞杂 错乱
庞杂 错杂
旁门 歪路
旁征博引 引经据典
旁证 干证
抛戈弃甲 抱头鼠窜
抛清 撇清
抛却 放弃
抛售 兜售
抛头露面 出头露面
刨根问底 寻根究底
咆哮 怒吼
庖丁 厨子
袍笏登场 粉墨登场
跑江湖 跑码头
跑马 赛马
泡茶 沏茶
陪伴 陪同
陪侍 随侍
培养 培育
赔本 折本
赔罪 赔礼
佩带 佩戴
佩服 钦佩
佩服 信服
配房 厢房
配景 背景
配偶 配头
配头 妃耦
配药师 药剂师
抨击 反攻
砰然 轰然
砰然 隆然
烹调 烹饪
朋比为奸 狼狈为奸
朋分 瓜分
蓬葆 蓬发
蓬葆 蓬头
蓬莱仙境 洞天福地
蓬莱仙境 蓬瀛仙境
蓬门 陋屋
蓬门 蓬荜
蓬首垢面 披头散发
蓬松 疏松
蓬头历齿 头童齿豁
鹏程万里 前途似锦
澎湃 彭湃
捧住 端住
碰鼻 碰钉子
碰壁 碰鼻
碰到 碰着
碰钉子 碰壁
碰面 会面
碰面 谋面
碰巧 可巧
碰巧 恰巧
批驳 批判
批颊 掌掴
批判 批评
批准 核准
披垂 披散
披发 散发
披肝沥胆 赤诚相见
披肝沥胆 丹成相许
披肝沥胆 推诚相见
披览 拆阅
披览 披阅
披露 表露
披麻带孝 拖麻拽布
披散 披垂
披沙拣金 去粗取精
披头散发 蓬首垢面
披星带月 餐风宿露
披星带月 餐风宿雨
披星带月 餐风饮露
披星带月 带月披星
披星带月 戴月披星
披星带月 披霜冒露
披星戴月 披星带月
劈面 当面
劈面 迎面
劈头 劈脸
霹雳战 闪电战
皮郛 皮囊
皮黄 皮簧
皮簧 皮黄
皮娇肉嫩 十指尖尖
皮开肉绽 鳞伤遍体
皮毛 外相
毗邻 邻接
疲惫 怠倦
疲乏 疲惫
疲乏 疲倦
疲倦 倦怠
疲劳 疲惫
疲塌 拖拉
蚍蜉撼树 不自量力
脾气 脾性
匹俦 夫妇
匹夫之勇 血气之勇
匹马不还 匹马只轮
离婚 离异
癖好 嗜好
屁滚尿流 落花流水
屁滚尿流 片甲不留
睥睨 傲视
僻处一方 局促一隅
僻典 僻事
僻静 荒僻
僻巷 陋巷
僻巷 穷巷
譬如 比方
譬如 比如
片段 片断
片刻 半晌
片刻 片霎
片刻 片晌
片刻 片时
片刻 少顷
片面 单方面
片面之词 片面之言
偏差 误差
偏激 过火
偏见 成见
偏僻 荒僻
偏袒 左袒
偏心 偏疼
偏心 偏幸
偏幸 偏爱
偏远 偏僻
偏重 侧重
骈体文 四六文
骗财 诈财
骗局 圈套
剽窃 抄袭
漂泊 流落
漂零 飘零
漂流 飘流
漂渺 飘渺
飘泊 流散
飘荡 飘扬
飘拂 飘荡
飘零 漂荡
飘扬 飘荡
飘飖 飘摇
飘逸 超脱
飘逸 超逸
票据 单据
慓悍 剽悍
撇清 抛清
瞥见 看见
贫乏 窘蹙
贫乏 穷乏
贫乏 穷困
贫寒 清贫
贫苦 贫困
贫苦 贫穷
贫苦 清贫
贫苦 穷苦
贫困 贫苦
贫民 穷户
贫民 穷人
贫穷 贫困
贫无立锥 家徒四壁
贫无立锥 一贫如洗
频频 屡次
频频 一再
品德 人品
品格 品质
品格清高 仙风道骨
品级 等第
品级 等级
品貌 丰度
品茗 喝茶
品行 操行
品行 品德
品学兼优 得才兼备
牝牡 雌雄
牝牡骊黄 泾渭不分
聘请 礼聘
聘任 聘用
聘用 聘请
平安无事 安然无事
平安无事 安然无恙
平白无故 无缘无故
平白无故 凭白无故
平步青云 一步登天
平常 平时
平地一声雷 飞必冲天
平凡 普通
平分 等分
平分秋色 不相上下
平沽 贱卖
平衡 均衡
平滑 光滑
平静 沉静
平静 镇静
平局 平手
平民 布衣
平明 黎明
平日 常日
平生 生平
平添 平增
平稳 安稳
平息 停息
平心而谈 持平立论
平心静气 心平气和
平易近人 和蔼可掬
平易近人 平易近民
平正 平允
评比 评选
评断 评议
评判人 公证人
评判员 裁判员
评头品足 品头论足
评议 评断
凭白无故 平白无故
凭借 凭仗
凭据 凭证
凭仗 仰仗
萍泊 萍浮
萍浮 萍泊
萍水相逢 不期而遇
泼妇 恶妻
泼妇 悍妇
泼油救火 火上加油
颇负盛名 享有盛名
颇为 很是
颇有 很有
